UID,app_id,dev_id,hardware_serial,port,counter,payload_raw,payload_fields.message,metadata.time,metadata.frequency,metadata.modulation,metadata.data_rate,metadata.coding_rate,metadata.gateways.0.gtw_id,metadata.gateways.0.timestamp,metadata.gateways.0.time,metadata.gateways.0.channel,metadata.gateways.0.rssi,metadata.gateways.0.snr,metadata.gateways.0.rf_chain,metadata.gateways.0.latitude,metadata.gateways.0.longitude,metadata.gateways.0.altitude,metadata.gateways.0.location_source,metadata.latitude,metadata.longitude,metadata.altitude,metadata.location_source,metadata._SERVER_
20180331183309-1403917,ttn-app-id,device-id,0000000000000000 ,1,149368,XXXXXXXX,T27.10,2018-03-31T10:33:08.278769399Z,920,LORA,SF7BW125,4/5,eui-aaaaaaaaaaaaaaaa,2054978499,2018-03-31T10:33:07.967721Z,0,-99,9.5,0,6.001,116.061,10,registry,6.0014,116.0606,5,registry,
